Liquid,Gas,Water cut,Label
0,5518.9972500000003,76.914699999999996,133
78.179389999999998,0,76.68365,313
0,6684.1412799999998,77.445269999999994,133
68.728170000000006,0,77.038589999999999,313
67.116429999999994,0,74.877170000000007,313
0,5754.4431000000004,76.609160000000003,133
53.12124,104.58597,71.42071,213
79.071759999999998,0,75.353769999999997,313
61.955419999999997,327.95578,68.691990000000004,312
0,5344.9124599999996,76.944180000000003,133
72.938230000000004,585.10033999999996,67.247029999999995,322
57.241729999999997,0,76.290189999999996,213
117.80114,708.14209000000005,59.15072,322
86.721029999999999,0,75.787809999999993,313
30.12039,241.74797000000001,60.950490000000002,212
72.090710000000001,0,78.2577,313
0,5715.1813099999999,75.394919999999999,133
62.067270000000001,0,76.673280000000005,313
76.328130000000002,0,76.715850000000003,313
109.55901,880.99688000000003,56.77908,322
0,5442.7497100000001,77.837900000000005,133
60.082940000000001,0,79.758340000000004,313
0,6462.9496300000001,77.457149999999999,133
85.456270000000004,897.23703,60.415370000000003,322
0,5372.0878899999998,78.617320000000007,133
43.762569999999997,196.89481000000001,100,213
62.065710000000003,0,74.231809999999996,313
47.550809999999998,177.93558999999999,72.488789999999995,213
50.993040000000001,34.28772,78.544449999999998,213
68.732979999999998,458.15701999999999,70.169989999999999,313
70.672060000000002,0,75.357900000000001,313
92.981750000000005,308.41059000000001,70.147739999999999,313
87.734020000000001,844.11586,61.346400000000003,322
0,5846.9497099999999,77.867540000000005,133
0,6128.54187,100,133
0,5307.7425999999996,76.580820000000003,133
80.859350000000006,0,77.086079999999995,313
81.072360000000003,822.54271000000006,65.32808,322
57.746090000000002,0,80.475040000000007,213
0,5759.3177599999999,76.474779999999996,133
0,5621.85905,75.193049999999999,133
62.505569999999999,239.64526000000001,69.959000000000003,312
0,5385.1235100000004,78.498050000000006,133
44.058430000000001,108.81442,100,213
57.394289999999998,230.5145,100,213
0,5308.76217,77.415539999999993,133
0,5519.1858199999997,76.658770000000004,133
50.962609999999998,28.789439999999999,75.007739999999998,213
0,5759.0800600000002,78.042789999999997,133
0,5555.3802500000002,76.707149999999999,133
44.066070000000003,117.16888,32.341430000000003,212
0,6402.90506,74.717060000000004,133
70.511589999999998,0,78.258629999999997,313
95.4041,0,77.275360000000006,313
73.614320000000006,561.46659,65.415800000000004,322
84.484639999999999,0,74.786450000000002,313
45.618290000000002,19.949159999999999,77.698220000000006,213
82.629800000000003,161.25672,74.137969999999996,313
66.062039999999996,0,77.414559999999994,313
69.072590000000005,0,76.748050000000006,313
0,5761.1933799999997,76.772620000000003,133
0,6198.7046,75.152789999999996,133
62.541370000000001,0,74.647480000000002,313
75.36506,0,74.563739999999996,313
79.778899999999993,352.19382999999999,74.47936,313
0,6033.1656000000003,93.451409999999996,133
83.897099999999995,894.01581999999996,61.249479999999998,322
109.63925,1026.2427,54.820349999999998,322
90.378829999999994,1003.59443,59.459099999999999,322
80.608599999999996,0,78.366309999999999,313
87.368369999999999,980.50288,60.307079999999999,322
0,5650.5578699999996,77.470590000000001,133
72.399240000000006,544.6771,69.975250000000003,322
0,6358.1689500000002,79.995919999999998,133
62.872799999999998,256.87585999999999,69.196830000000006,312
73.762450000000001,0,77.517049999999998,313
0,5709.0399200000002,76.008970000000005,133
66.021429999999995,368.50675000000001,68.053809999999999,312
75.968900000000005,410.75078000000002,66.253770000000003,312
94.805369999999996,318.01976000000002,68.986559999999997,312
72.074079999999995,455.49049000000002,65.687250000000006,312
0,6256.3824400000003,100,133
56.676369999999999,129.55880999999999,72.905019999999993,213
0,6095.1673899999996,100,133
113.8479,820.84595999999999,56.430860000000003,322
71.465010000000007,0,78.102379999999997,313
113.58913,880.63529000000005,55.903649999999999,322
80.65719,664.68498,61.661079999999998,322
73.627290000000002,0,75.677689999999998,313
70.173609999999996,477.37283000000002,65.202449999999999,312
88.674319999999994,0,77.539280000000005,313
0,5317.0469000000003,76.80659,133
82.460650000000001,0,76.605599999999995,313
57.250860000000003,0,78.112650000000002,213
49.559579999999997,5.8897599999999999,100,213
80.905540000000002,0,77.292310000000001,313
84.248980000000003,794.34911999999997,61.904200000000003,322
77.692250000000001,0,76.195520000000002,313
45.227699999999999,0,77.691850000000002,213
0,5819.6667799999996,76.131569999999996,133
58.64237,0,100,213
0,5438.48524,76.808319999999995,133
0,6200.6954599999999,100,133
68.416359999999997,0,75.839410000000001,313
80.348979999999997,0,77.836330000000004,313
0,5376.8451299999997,77.828220000000002,133
80.670770000000005,796.81791999999996,65.553449999999998,322
93.168229999999994,0,76.97336,313
54.424779999999998,0,74.578109999999995,213
0,5747.6376300000002,76.126140000000007,133
0,6199.5124500000002,75.885300000000001,133
0,5765.0059000000001,75.210369999999998,133
40.430590000000002,176.04740000000001,75.502250000000004,213
83.781769999999995,881.21223999999995,61.359119999999997,322
0,5433.7291299999997,77.253230000000002,133
0,5708.5231899999999,76.399330000000006,133
68.032539999999997,0,75.696569999999994,313
45.543999999999997,53.26999,77.834649999999996,213
0,5345.9650099999999,76.662880000000001,133
75.079040000000006,436.04820000000001,65.362269999999995,312
71.147720000000007,0,76.803139999999999,313
51.479680000000002,284.65143,71.288480000000007,213
72.242509999999996,444.35768000000002,66.313950000000006,312
85.612030000000004,871.60702000000003,61.23189,322
79.487409999999997,665.92475000000002,61.958419999999997,322
29.997129999999999,97.215090000000004,75.013620000000003,213
87.836089999999999,912.67016999999998,61.990299999999998,322
62.946849999999998,0,82.849500000000006,313
0,5825.9115599999996,75.127279999999999,133
66.075159999999997,439.44997999999998,70.438109999999995,313
0,5879.6097600000003,77.34102,133
0,5391.2991099999999,77.384389999999996,133
83.48348,0,76.108109999999996,313
65.666470000000004,0,77.313640000000007,313
69.771870000000007,0,77.546890000000005,313
53.425089999999997,78.756519999999995,75.235860000000002,213
109.77128,670.08393999999998,57.821399999999997,322
82.071749999999994,583.14368999999999,67.271810000000002,322
60.234070000000003,259.32423999999997,71.635679999999994,313
66.819239999999994,0,76.724159999999998,313
77.175870000000003,0,74.215090000000004,313
103.37821,1066.6445699999999,56.974649999999997,322
58.28586,216.18783999999999,69.721689999999995,212
101.82937,0,77.051270000000002,313
70.165080000000003,0,77.78434,313
63.095059999999997,0,78.139650000000003,313
86.304339999999996,0,75.514279999999999,313
50.052259999999997,62.738289999999999,73.606650000000002,213
60.90381,0,88.340829999999997,313
56.558770000000003,285.76213000000001,85.295779999999993,213
112.45717,790.05933000000005,56.314579999999999,322
65.763540000000006,0,88.707729999999998,313
0,6311.4425700000002,76.560230000000004,133
0,5547.4011300000002,76.868049999999997,133
0,5310.9052600000005,76.90634,133
0,5342.4419699999999,77.317419999999998,133
76.196809999999999,627.80391999999995,68.0137,322
76.580179999999999,0,76.999930000000006,313
56.67841,217.01587000000001,72.198449999999994,213
71.262079999999997,364.52341999999999,67.494730000000004,312
0,6457.2102199999999,77.996709999999993,133
0,5349.3938699999999,77.000870000000006,133
0,5507.37662,77.116879999999995,133
57.326009999999997,0,100,213
80.853350000000006,0,76.635909999999996,313
54.875140000000002,0,100,213
61.959949999999999,295.55757,68.955209999999994,312
71.854079999999996,451.00799000000001,65.59366,312
85.674350000000004,892.36180000000002,60.465589999999999,322
69.188490000000002,345.98885999999999,67.39425,312
73.475440000000006,0,76.855099999999993,313
87.972589999999997,983.56334000000004,60.56118,322
0,6096.1988799999999,76.472070000000002,133
114.61797,506.17043999999999,63.039239999999999,322
77.445670000000007,0,77.637690000000006,313
0,5795.9179899999999,79.445819999999998,133
0,5851.2861499999999,74.939589999999995,133
42.952019999999997,163.24954,100,213
44.66095,126.37371,77.897729999999996,213
84.728610000000003,0,76.504689999999997,313
73.969470000000001,345.21260000000001,67.546670000000006,312
77.282070000000004,0,76.807249999999996,313
70.682760000000002,0,74.694000000000003,313
60.824489999999997,0,79.649730000000005,313
73.528139999999993,0,77.391109999999998,313
